movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys
20184678,배반의 장미,Too Hot to Die,2018,20181018,장편,개봉,한국,코미디,한국,코미디,"('박진영', ' ', ' ', ' ')","[{'companyCd': '20100947', 'companyNm': '(주)태원엔터테인먼트'}]"
20174442,뷰티풀 데이즈,Beautiful Days,2018,20181121,장편,개봉,"한국,프랑스",드라마,한국,드라마,"('윤재호', ' ', ' ', ' ')","[{'companyCd': '20101149', 'companyNm': '(주)페퍼민트앤컴퍼니'}]"
20168766,종이 비행기,Paper Planes,2016,20180131,장편,개봉,한국,드라마,한국,드라마,"('노홍식', '필동', ' ', ' ')","[{'companyCd': '20112272', 'companyNm': '(주)파란프로덕션'}]"
20182466,퀴어영화 뷰티풀,QUEER MOVIE Beautiful,2018,20181006,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,"('백인규', ' ', ' ', ' ')","[{'companyCd': '20140513', 'companyNm': '99film'}]"
20177981,밤치기,Hit the Night,2017,20181101,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('정가영', ' ', ' ', ' ')","[{'companyCd': '20175761', 'companyNm': '(주)레진엔터테인먼트'}]"
20177538,완벽한 타인,Intimate Strangers,2018,20181031,장편,개봉,한국,"드라마,코미디",한국,드라마,"('이재규', ' ', ' ', ' ')","[{'companyCd': '20155211', 'companyNm': '(주)필름몬스터'}, {'companyCd': '20062690', 'companyNm': '드라마하우스(주)'}]"
20154762,천당의 밤과 안개,Night and Fog in Zona,2017,20181129,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('정성일', ' ', ' ', ' ')","[{'companyCd': '20157950', 'companyNm': '영화사 키노(주)'}]"
20187142,카메라를 멈추면 안 돼!,One Cut of the Dead,2017,20180823,장편,개봉,일본,"공포(호러),코미디",일본,공포(호러),"('우에다 신이치로', ' ', ' ', ' ')",[]
20171681,박화영,Park Hwa-young,2018,20180719,장편,개봉,한국,드라마,한국,드라마,"('이환', ' ', ' ', ' ')","[{'companyCd': '20168488', 'companyNm': '명필름랩'}]"
20184101,여중생A,Student A,2018,20180620,장편,개봉,한국,드라마,한국,드라마,"('이경섭', ' ', ' ', ' ')","[{'companyCd': '20122736', 'companyNm': '(주)영화사울림'}, {'companyCd': '20188201', 'companyNm': '네이버웹툰 주식회사'}]"
20179383,독전,Believer,2017,20180522,장편,개봉,한국,"범죄,액션",한국,범죄,"('이해영', ' ', ' ', ' ')","[{'companyCd': '20137896', 'companyNm': '(주)용필름'}]"
20175930,피의 연대기,For Vagina’s Sake,2017,20180118,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('김보람', ' ', ' ', ' ')",[]
20189281,폴란드로 간 아이들,The Children Gone to Poland,2018,20181031,장편,개봉,한국,"다큐멘터리,드라마",한국,다큐멘터리,"('추상미', ' ', ' ', ' ')","[{'companyCd': '20189383', 'companyNm': '보아스필름 '}]"
20172388,집의 시간들,A Long Farewell,2018,20181025,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('라야', ' ', ' ', ' ')",[]
20184642,어른이 되면,Grown Up,2018,20181213,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('장혜영', ' ', ' ', ' ')",[]
20173962,소공녀,Microhabitat,2017,20180322,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,"('전고운', ' ', ' ', ' ')","[{'companyCd': '20126116', 'companyNm': '광화문시네마'}, {'companyCd': '20176244', 'companyNm': '(주)모토'}]"
20182065,대관람차,The Goose Goes South,2018,20180830,장편,개봉,한국,드라마,한국,드라마,"('백재호', '이희섭', ' ', ' ')","[{'companyCd': '20187781', 'companyNm': '우주레이블'}]"
20188824,60일의 썸머,60 Day of Summer,2017,20181025,장편,개봉,한국,드라마,한국,드라마,"('김희영', ' ', ' ', ' ')","[{'companyCd': '20062094', 'companyNm': '(주)한영씨앤텍'}]"
20170513,동네사람들,Ordinary People,2018,20181107,장편,개봉,한국,"액션,스릴러",한국,액션,"('임진순', ' ', ' ', ' ')","[{'companyCd': '20154208', 'companyNm': '(주)데이드림'}]"
20180804,곤지암,GONJIAM: Haunted Asylum,2017,20180328,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),"('정범식', ' ', ' ', ' ')","[{'companyCd': '2016841', 'companyNm': '(주)하이브미디어코프'}]"
20184132,"세라비, 이것이 인생!",C'est la vie!,2017,20180530,장편,개봉,프랑스,코미디,프랑스,코미디,"('올리비에르 나카체', '에릭 토레다노', ' ', ' ')",[]
20180744,스키타이: 불멸의 전사,THE SCYTHIAN,2017,20180920,장편,개봉,러시아,"액션,드라마,판타지",러시아,액션,"('러스탐 모사피르', ' ', ' ', ' ')",[]
20188382,세일즈맨의 전설,China Salesman,2017,20180823,장편,개봉,중국,"액션,드라마,전쟁",중국,액션,"('단빙', ' ', ' ', ' ')",[]
20179229,삼생삼세 십리도화,Once Upon a Time,2017,20180118,장편,개봉,중국,"판타지,멜로/로맨스,액션",중국,판타지,"('자오 샤오딩', ' ', ' ', ' ')",[]
20174244,버블 패밀리,Family in the Bubble,2017,20181220,장편,개봉,한국,"다큐멘터리,가족",한국,다큐멘터리,"('마민지', ' ', ' ', ' ')","[{'companyCd': '20188342', 'companyNm': '쌍마픽처스'}]"
20188242,타샤 튜더,Tasha Tudor: A Still Water Story,2017,20180913,장편,개봉,일본,다큐멘터리,일본,다큐멘터리,"('마츠타니 미츠에', ' ', ' ', ' ')",[]
20184541,2017 동명이인 프로젝트,two person at the same town,2017,20180525,옴니버스,개봉,한국,기타,한국,기타,"('이경원', ' ', ' ', ' ')","[{'companyCd': '20188941', 'companyNm': '올드웨일'}]"
20175547,스윙키즈,Swing Kids,2018,20181219,장편,개봉,한국,드라마,한국,드라마,"('강형철', ' ', ' ', ' ')","[{'companyCd': '20138660', 'companyNm': '(주)안나푸르나필름'}]"
20179101,공작,The Spy Gone North,2017,20180808,장편,개봉,한국,드라마,한국,드라마,"('윤종빈', ' ', ' ', ' ')","[{'companyCd': '20126515', 'companyNm': '(주)영화사 월광'}, {'companyCd': '20122737', 'companyNm': '(주)사나이픽처스'}]"
20189869,해피 투게더,Happy Together,2018,20181115,장편,개봉,한국,"드라마,코미디",한국,드라마,"('김정환', ' ', ' ', ' ')","[{'companyCd': '20189463', 'companyNm': '(주)골든스토리픽처스'}]"
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,2018,20180801,장편,개봉,한국,애니메이션,한국,애니메이션,"('최신규', '김진철', ' ', ' ')","[{'companyCd': '20141337', 'companyNm': '(주)초이락컨텐츠팩토리'}]"
20170658,PMC: 더 벙커,Take Point,2018,20181226,장편,개봉,한국,액션,한국,액션,"('김병우', ' ', ' ', ' ')","[{'companyCd': '20140593', 'companyNm': '(주)퍼펙트스톰필름'}]"
20183130,걸스 스텝,Girls Step ,2015,20180516,장편,개봉,일본,드라마,일본,드라마,"('카와무라 타이스케', ' ', ' ', ' ')",[]
20179230,도어락,Door Lock,2018,20181205,장편,개봉,한국,"스릴러,드라마",한국,스릴러,"('이권', ' ', ' ', ' ')","[{'companyCd': '20175163', 'companyNm': '(주)영화사피어나'}]"
20174198,에델과 어니스트,Ethel & Ernest,2016,20180510,장편,개봉,"영국,룩셈부르크","애니메이션,드라마",영국,애니메이션,"('로저 메인우드', ' ', ' ', ' ')",[]
20175215,저니스 엔드,Journey's End,2017,20181128,장편,개봉,영국,"전쟁,드라마",영국,전쟁,"('사울 딥', ' ', ' ', ' ')",[]
20183650,번개맨의 비밀,,2018,20181206,장편,개봉,한국,"가족,뮤지컬",한국,가족,"('강유선', ' ', ' ', ' ')","[{'companyCd': '20174241', 'companyNm': '힘컨텐츠(주)'}, {'companyCd': '20101784', 'companyNm': '한국교육방송공사 EBS'}]"
20172602,홈,HOME,2018,20180530,장편,개봉,한국,"가족,드라마",한국,가족,"('김종우', ' ', ' ', ' ')","[{'companyCd': '20141655', 'companyNm': '(주)아토'}, {'companyCd': '20169808', 'companyNm': '큐브이미지웍스'}]"
20172405,카운터스,Counters,2017,20180815,장편,개봉,한국,"다큐멘터리,액션",한국,다큐멘터리,"('이일하', ' ', ' ', ' ')","[{'companyCd': '20157748', 'companyNm': 'exposed film'}]"
20178190,"이,기적인 남자",MR. EGOTISTIC,2017,20181025,장편,개봉,한국,드라마,한국,드라마,"('김재식', ' ', ' ', ' ')","[{'companyCd': '20157408', 'companyNm': '브릿지 프로덕션'}]"
20182981,리벤져,Revenger,2018,20181206,장편,개봉,한국,액션,한국,액션,"('이승원', ' ', ' ', ' ')","[{'companyCd': '20123235', 'companyNm': '(주)그린피쉬'}]"
20165562,소녀의 세계,Fantasy of the Girls,2018,20181129,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('안정민', ' ', ' ', ' ')","[{'companyCd': '20189781', 'companyNm': '(주)빅오픽쳐스'}, {'companyCd': '20189762', 'companyNm': '(주)날개엔터테인먼트'}]"
20178161,탐정: 리턴즈,The Accidental Detective 2: In Action,2018,20180613,장편,개봉,한국,"코미디,범죄",한국,코미디,"('이언희', ' ', ' ', ' ')","[{'companyCd': '20061727', 'companyNm': '(주)크리픽쳐스'}]"
20172626,노맨스랜드,NOMANSLAND,2017,20180718,옴니버스,개봉,한국,"코미디,미스터리,공포(호러),뮤지컬",한국,코미디,"('박중하', '신지현', '김상혁', '지화자')","[{'companyCd': '20175682', 'companyNm': '영화사 유일무이'}]"
20181318,배드 사마리안,Bad Samaritan,2018,20181018,장편,개봉,미국,"스릴러,공포(호러)",미국,스릴러,"('딘 데블린', ' ', ' ', ' ')",[]
20182648,조건아빠: 슈가대디,,2018,20181015,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('한동호', ' ', ' ', ' ')","[{'companyCd': '20174841', 'companyNm': '(주)가온콘텐츠'}]"
20172469,허스토리,Herstory,2017,20180627,장편,개봉,한국,드라마,한국,드라마,"('민규동', ' ', ' ', ' ')","[{'companyCd': '20100340', 'companyNm': '(주)수필름'}]"
20168250,골든슬럼버,Golden Slumber,2017,20180214,장편,개봉,한국,"범죄,드라마",한국,범죄,"('노동석', ' ', ' ', ' ')","[{'companyCd': '20100450', 'companyNm': '영화사 집'}]"
20177552,국가부도의 날,Default,2018,20181128,장편,개봉,한국,드라마,한국,드라마,"('최국희', ' ', ' ', ' ')","[{'companyCd': '20100450', 'companyNm': '영화사 집'}]"
20185484,안나 카레니나,ANNA KARENINA,2018,20180629,장편,개봉,한국,뮤지컬,한국,뮤지컬,"('신예지', ' ', ' ', ' ')","[{'companyCd': '20176121', 'companyNm': '(주)비프로'}]"
20154908,7년의 밤,Seven Years of Night,2018,20180328,장편,개봉,한국,"스릴러,드라마",한국,스릴러,"('추창민', ' ', ' ', ' ')","[{'companyCd': '20101558', 'companyNm': '(주)바른손'}, {'companyCd': '20110854', 'companyNm': '씨제이이앤엠(주)'}]"
20182935,출국,Unfinished,2018,20181114,장편,개봉,한국,드라마,한국,드라마,"('노규엽', ' ', ' ', ' ')","[{'companyCd': '20141349', 'companyNm': '주식회사 디에스이이디'}]"
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,2017,20180801,장편,개봉,한국,"판타지,드라마",한국,판타지,"('김용화', ' ', ' ', ' ')","[{'companyCd': '20100540', 'companyNm': '리얼라이즈픽쳐스(주)'}, {'companyCd': '20160941', 'companyNm': '(주)덱스터스튜디오'}]"
20177537,상류사회,High Society,2018,20180829,장편,개봉,한국,드라마,한국,드라마,"('변혁', ' ', ' ', ' ')","[{'companyCd': '2016841', 'companyNm': '(주)하이브미디어코프'}]"
20184139,인퀴지터: 엘도라도의 저주,City of Gold,2016,20181204,장편,개봉,미국,"어드벤처,스릴러",미국,어드벤처,"('해리 록', ' ', ' ', ' ')",[]
20160501,두 번째 겨울,Second Winter,2016,20181227,장편,개봉,한국,드라마,한국,드라마,"('김의곤', ' ', ' ', ' ')","[{'companyCd': '20172921', 'companyNm': '초원필름'}]"
20184140,크리미널 체이스,Reprisal,2018,20181204,장편,개봉,미국,"액션,스릴러",미국,액션,"('브라이언 A 밀러', ' ', ' ', ' ')",[]
20184464,데드 트리거,Dead Trigger,2017,20181214,장편,개봉,미국,액션,미국,액션,"('스콧 윈드하우저', ' ', ' ', ' ')",[]
20174283,"1991, 봄",Courtesy to the Nation,2018,20181031,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('권경원', ' ', ' ', ' ')","[{'companyCd': '20189261', 'companyNm': '(주)해밀픽쳐스'}]"
20181764,모어 댄 블루,More than Blue,2018,20181212,장편,개봉,대만,"멜로/로맨스,드라마",대만,멜로/로맨스,"('임효겸', ' ', ' ', ' ')",[]
20183685,엘리엇과 산타 썰매단,Elliot the Littlest Reindeer,2018,20181212,장편,개봉,캐나다,"애니메이션,가족",캐나다,애니메이션,"('제니퍼 웨스트콧', ' ', ' ', ' ')",[]
20174008,인어전설,Mermaid Unlimited,2016,20181115,장편,개봉,한국,"코미디,드라마",한국,코미디,"('오멸', ' ', ' ', ' ')","[{'companyCd': '20111381', 'companyNm': '주식회사 자파리필름'}]"
20177245,일진,,2017,20180315,장편,개봉,한국,액션,한국,액션,"('이수성', ' ', ' ', ' ')","[{'companyCd': '20063187', 'companyNm': '㈜리필름'}]"
20183050,번 더 스테이지: 더 무비,Burn the Stage: the Movie,2018,20181115,장편,개봉,한국,기타,한국,기타,"('박준수', ' ', ' ', ' ')","[{'companyCd': '20189763', 'companyNm': '빅히트 엔터테인먼트'}, {'companyCd': '20189561', 'companyNm': '(주)캠프엔터테인먼트'}]"
20184529,트와이스랜드,TWICELAND,2018,20181207,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"(' ', ' ', ' ', ' ')","[{'companyCd': '20124416', 'companyNm': '(주)제이와이피엔터테인먼트'}]"
20174264,샘,Saem,2017,20181129,장편,개봉,한국,"멜로/로맨스,코미디,드라마",한국,멜로/로맨스,"('황규일', ' ', ' ', ' ')","[{'companyCd': '20176244', 'companyNm': '(주)모토'}]"
20183291,화씨 11/9: 트럼프의 시대,Fahrenheit 11/9,2018,20181122,장편,개봉,미국,다큐멘터리,미국,다큐멘터리,"('마이클 무어', ' ', ' ', ' ')",[]
20183787,미스터 스마일,The Old Man and the Gun,2018,20181227,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,"('데이빗 로워리', ' ', ' ', ' ')",[]
20184573,건양강호: 운뢰검법의 비밀,Amorous Swordsman,2017,20181213,장편,개봉,중국,액션,중국,액션,"('장뢰', ' ', ' ', ' ')",[]
20183063,박물관이 진짜 살아있다,Harvie and the Magic Museum,2017,20181108,장편,개봉,체코,"애니메이션,어드벤처,코미디",체코,애니메이션,"('마틴 코틱', '이나 예블라니코바', ' ', ' ')",[]
20183505,인 디 아일,In The Aisles,2018,20181122,장편,개봉,독일,드라마,독일,드라마,"('토마스 스터버', ' ', ' ', ' ')",[]
20182967,에스코바르,Loving Pablo,2017,20181115,장편,개봉,스페인,"범죄,액션",스페인,범죄,"('페르난도 레온 데 아라노아', ' ', ' ', ' ')",[]
20184053,이차크의 행복한 바이올린,Itzhak,2017,20181220,장편,개봉,미국,다큐멘터리,미국,다큐멘터리,"('앨리슨 쉐르닉', ' ', ' ', ' ')",[]
20181910,안개 속 소녀,The girl in the fog,2017,20181206,장편,개봉,이탈리아,"미스터리,스릴러",이탈리아,미스터리,"('도나토 카리시', ' ', ' ', ' ')",[]
20184703,다잉,Dying,2017,20181227,장편,개봉,스페인,드라마,스페인,드라마,"('페르난도 프랑코', ' ', ' ', ' ')",[]
20183845,메리 셸리: 프랑켄슈타인의 탄생,MARY SHELLEY,2017,20181220,장편,개봉,"미국,영국","드라마,멜로/로맨스",미국,드라마,"('하이파 알-만수르', ' ', ' ', ' ')",[]
20182082,부탁 하나만 들어줘,A Simple Favor,2018,20181212,장편,개봉,미국,"스릴러,미스터리",미국,스릴러,"('폴 페이그', ' ', ' ', ' ')",[]
20183073,베일리 어게인,A Dog's Purpose,2017,20181122,장편,개봉,미국,"어드벤처,드라마,코미디",미국,어드벤처,"('라세 할스트롬', ' ', ' ', ' ')",[]
20183293,12피트,12 FEET DEEP,2016,20181108,장편,개봉,미국,스릴러,미국,스릴러,"('맷 에스카다리', ' ', ' ', ' ')",[]
20183666,미스터 앤 미스터 대디,Ideal Home,2018,20181122,장편,개봉,미국,"코미디,드라마",미국,코미디,"('앤드류 플레밍', ' ', ' ', ' ')",[]
20186822,너의 췌장을 먹고 싶어,I want to eat your pancreas,2018,20181115,장편,개봉,일본,"애니메이션,드라마",일본,애니메이션,"('우시지마 신이치로', ' ', ' ', ' ')",[]
20181197,맥퀸,McQueen,2018,20181004,장편,개봉,영국,다큐멘터리,영국,다큐멘터리,"('이안 보노트', '피터 에트귀', ' ', ' ')",[]
20182386,해피 댄싱,Finding your feet,2017,20181115,장편,개봉,영국,드라마,영국,드라마,"('리차드 론크레인', ' ', ' ', ' ')",[]
20177461,너는 여기에 없었다,You Were Never Really Here,2017,20181004,장편,개봉,"프랑스,미국","드라마,미스터리,스릴러",프랑스,드라마,"('린 램지', ' ', ' ', ' ')",[]
20183043,캡틴 샤키,Capt'n sharky,2017,20181122,장편,개봉,독일,"애니메이션,액션,어드벤처",독일,애니메이션,"('허버트 베일란드', ' ', ' ', ' ')",[]
20181323,언더 더 트리,Under the tree,2017,20181108,장편,개봉,아이슬란드,"코미디,스릴러",아이슬란드,코미디,"('하프슈타인 군나르 지그라쏜', ' ', ' ', ' ')",[]
20181669,윌리,Wheely,2018,20181025,장편,개봉,말레이시아,"애니메이션,어드벤처,코미디",말레이시아,애니메이션,"('칼 멘데스', ' ', ' ', ' ')",[]
20181367,캡틴 스터비,Sgt. Stubby: An American Hero,2018,20181101,장편,개봉,"미국,아일랜드,프랑스,캐나다,영국","애니메이션,어드벤처,가족,전쟁",미국,애니메이션,"('리처드 라니', ' ', ' ', ' ')",[]
20181310,필름스타 인 리버풀,Film Stars Don't Die in Liverpool,2017,20181025,장편,개봉,영국,"드라마,멜로/로맨스",영국,드라마,"('폴 맥기건', ' ', ' ', ' ')",[]
20181803,더 파티,The Party,2017,20181220,장편,개봉,영국,"코미디,드라마",영국,코미디,"('샐리 포터', ' ', ' ', ' ')",[]
20180929,"사랑, 스무살",Almost Friends,2018,20181025,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,"('제이크 골드버거', ' ', ' ', ' ')",[]
20182745,초이스,The Choice,2016,20181108,장편,개봉,미국,"멜로/로맨스,드라마",미국,멜로/로맨스,"('로스 캐츠', ' ', ' ', ' ')",[]
20181086,군산: 거위를 노래하다,Ode to the Goose,2018,20181108,장편,개봉,한국,드라마,한국,드라마,"('장률', ' ', ' ', ' ')","[{'companyCd': '20100933', 'companyNm': '(주)률필름'}, {'companyCd': '20156848', 'companyNm': '(주)백그림'}]"
20183495,리스펙트,Respect,2018,20181128,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('심재희', ' ', ' ', ' ')","[{'companyCd': '20173921', 'companyNm': '라이브(주)'}]"
20162979,마담 B,Mrs.B. A North Korean Woman,2015,20181115,장편,개봉,"한국,프랑스",다큐멘터리,한국,다큐멘터리,"('윤재호', ' ', ' ', ' ')",[]
20183390,다영씨,Hello Dayoung,2018,20181206,장편,개봉,한국,"드라마,코미디",한국,드라마,"('고봉수', ' ', ' ', ' ')","[{'companyCd': '20189602', 'companyNm': '고브로 필름'}]"
20180401,풀잎들,Grass,2017,20181025,장편,개봉,한국,드라마,한국,드라마,"('홍상수', ' ', ' ', ' ')","[{'companyCd': '20100332', 'companyNm': '(주)영화제작전원사 '}]"
20181142,늦여름,Passing Summer,2018,20181025,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('조성규', ' ', ' ', ' ')","[{'companyCd': '20141039', 'companyNm': '하준사'}]"
20181876,"안녕, 나의 소녀 시절이여","Goodbye, My Girlhood",2018,20181212,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"('김한석', ' ', ' ', ' ')","[{'companyCd': '20114875', 'companyNm': 'KBS'}]"
20183785,점박이 한반도의 공룡2 : 새로운 낙원,,2018,20181225,장편,개봉,한국,애니메이션,한국,애니메이션,"('한상호', ' ', ' ', ' ')","[{'companyCd': '20112452', 'companyNm': '(주)드림써치C&C'}]"
20177005,레슬러,LOVE+SLING,2018,20180509,장편,개봉,한국,"드라마,코미디",한국,드라마,"('김대웅', ' ', ' ', ' ')","[{'companyCd': '20138660', 'companyNm': '(주)안나푸르나필름'}]"
20183006,더 넌: 수녀의 저주,Curse of the nun,2018,20181103,장편,개봉,미국,공포(호러),미국,공포(호러),"('아론 머티스', ' ', ' ', ' ')",[]
20183375,극장판 포켓몬스터 모두의 이야기,Pokemon the Movie: The Power of Us,2018,20181219,장편,개봉,일본,애니메이션,일본,애니메이션,"('야지마 테츠오', ' ', ' ', ' ')",[]
20183005,킬 존,Killing Joan,2018,20181104,장편,개봉,미국,액션,미국,액션,"('토드 바투', ' ', ' ', ' ')",[]
20186281,범블비,Bumblebee,2018,20181225,장편,개봉,미국,"액션,어드벤처,SF",미국,액션,"('트래비스 나이트', ' ', ' ', ' ')",[]
20184806,러빙 빈센트 : 비하인드 에디션,Loving Vincent : Behind Addition,2017,20181213,장편,개봉,영국,애니메이션,영국,애니메이션,"('도로타 코비엘라', '휴 웰치맨', ' ', ' ')",[]
20182421,그린치,The Grinch,2018,20181219,장편,개봉,미국,"애니메이션,코미디",미국,애니메이션,"('스콧 모시어', ' ', ' ', ' ')",[]
20183449,싸이코 킬러,Psycho Killer,2015,20181116,장편,개봉,미국,스릴러,미국,스릴러,"('네이선 올리버', ' ', ' ', ' ')",[]
20182773,인생 후르츠,Life Is Fruity,2017,20181206,장편,개봉,일본,다큐멘터리,일본,다큐멘터리,"('켄시 후시하라', ' ', ' ', ' ')",[]
20183238,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,2018,20181212,장편,개봉,미국,"애니메이션,액션,가족",미국,애니메이션,"('밥 퍼시케티', '피터 램지', '로드니 로스맨', ' ')",[]
20180290,아쿠아맨,AQUAMAN,2018,20181219,장편,개봉,"미국,호주",액션,미국,액션,"('제임스 완', ' ', ' ', ' ')",[]
20185485,보헤미안 랩소디,Bohemian Rhapsody,2018,20181031,장편,개봉,미국,드라마,미국,드라마,"('브라이언 싱어', ' ', ' ', ' ')",[]
20179006,여곡성,The Wrath,2018,20181108,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),"('유영선', ' ', ' ', ' ')","[{'companyCd': '20157389', 'companyNm': '(주)발자국 공장'}]"
20173202,버닝,BURNING,2018,20180517,장편,개봉,한국,미스터리,한국,미스터리,"('이창동', ' ', ' ', ' ')","[{'companyCd': '20100787', 'companyNm': '파인하우스필름(주)'}, {'companyCd': '20100248', 'companyNm': '나우필름(주)'}]"
20183144,선종 무문관,,2016,20181213,장편,개봉,한국,드라마,한국,드라마,"('윤용진', ' ', ' ', ' ')",[]
20184091,로마,ROMA,2018,20181212,장편,개봉,멕시코,드라마,멕시코,드라마,"('알폰소 쿠아론', ' ', ' ', ' ')",[]
20185535,피치포크 살인사건,Pitchfork,2016,20181231,장편,개봉,미국,공포(호러),미국,공포(호러),"(' ', ' ', ' ', ' ')",[]
20184578,초대녀 2,,2018,20181228,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('최우성', ' ', ' ', ' ')","[{'companyCd': '20169329', 'companyNm': '(주)컨텐츠 빌리지'}]"
20184871,하숙집 여주인의 목적-무삭제판,,2018,20181226,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('이민', ' ', ' ', ' ')","[{'companyCd': '20063099', 'companyNm': '(주)케이알씨지'}]"
20185409,젊은 형수님들 (감독판),,2018,20181226,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20185408,장모님들 (감독판),,2018,20181226,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20185407,내 착한 새엄마,,2018,20181226,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('이재금', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20183906,로빈 후드 리벨리언,ROBIN HOOD THE REBELLION,2018,20181225,장편,개봉,영국,"액션,어드벤처",영국,액션,"('니콜라스 윈터', ' ', ' ', ' ')",[]
20184772,이벤트우먼,Sweep the Man Out,2012,20181221,장편,개봉,일본,,일본,,"('하뉴 켄지', ' ', ' ', ' ')",[]
20184771,유흥1번가,Women and Money at Night,2017,20181221,장편,개봉,일본,,일본,,"('야마우치 다이스케', ' ', ' ', ' ')",[]
20185128,아내의 욕정을 풀어준 편집장,,2017,20181221,장편,개봉,일본,,일본,,"('치바 다이스케', ' ', ' ', ' ')",[]
20184589,처형의 유혹,,2018,20181220,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,"('아사기리 키요시', ' ', ' ', ' ')",[]
20182743,바이킹 데스티니,Viking Destiny,2018,20181220,장편,개봉,영국,액션,영국,액션,"('데이비드 L.G. 휴즈', ' ', ' ', ' ')",[]
20183937,카운트다운: 쇼크웨이브,SHOCKWAVE: COUNTDOWN TO DISASTER,2017,20181219,장편,개봉,미국,액션,미국,액션,"('닉 라이온', ' ', ' ', ' ')",[]
20184863,여선생2,,2018,20181218,장편,개봉,한국,코미디,한국,코미디,"('김대성', ' ', ' ', ' ')","[{'companyCd': '20136715', 'companyNm': '(주)영화사히트'}]"
20184984,하이재킹: 비상착륙,Last Flight,2014,20181218,장편,개봉,중국,"액션,스릴러,드라마",중국,액션,"('빈센트 저우', ' ', ' ', ' ')",[]
20184734,친구엄마 2018 (무삭제),,2017,20181218,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('이진명', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20184971,젊은 처제들 (감독판),,2018,20181218,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20184972,어린 새엄마들,,2018,20181218,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('이정', ' ', ' ', ' ')","[{'companyCd': '20112175', 'companyNm': '(주)소나무픽쳐스'}]"
20184905,파란문 너머의 환상세계,Behind the Blue door,2016,20181217,장편,개봉,미국,"어드벤처,가족,판타지",미국,어드벤처,"(' ', ' ', ' ', ' ')",[]
20184899,지뢰,Stand,2016,20181217,장편,개봉,미국,"드라마,스릴러",미국,드라마,"(' ', ' ', ' ', ' ')",[]
20184906,인시디어스: 더 하우스,It Watches,2016,20181217,장편,개봉,미국,스릴러,미국,스릴러,"('데이브 파커', ' ', ' ', ' ')",[]
20184900,에일리언 침공,Conspiracy Theory,2016,20181217,장편,개봉,미국,공포(호러),미국,공포(호러),"('제이크 메이어스', ' ', ' ', ' ')",[]
20183148,매드 몰리,Molly,2017,20181214,장편,개봉,네덜란드,"SF,액션",네덜란드,SF,"('콜린다 봉거스', ' ', ' ', ' ')",[]
20184764,다크 하트,Dark Hearts,2014,20181214,장편,개봉,미국,"스릴러,미스터리",미국,스릴러,"('루돌프 부이텐닥', ' ', ' ', ' ')",[]
20184607,교회누나 무삭제판,,2018,20181214,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,"('에로핑', ' ', ' ', ' ')","[{'companyCd': '20187942', 'companyNm': '(주)엔트리미디어'}]"
